tipo_marcador,lema_marcador,causa,marcador,efeito,direcao,sentenca_original,arquivo_origem
verbo,reduzir,o tamponamento do bordo placentário pela apresentação,reduz,o sangramento,Causa -> Efeito,"Se for optado pela via vaginal, as membranas deverão ser rompidas precocemente, pois o tamponamento do bordo placentário pela apresentação reduz o sangramento.",OK manual_gestacao_alto_risco.pdf
verbo,contribuir,O diagnóstico pré-natal oportuno e o cuidado especializado no momento do parto,contribuem,"na da morbidade e da mortalidade , materna e neonatal , nos casos de acretismo placentário",Causa -> Efeito,"O diagnóstico pré-natal oportuno e o cuidado especializado no momento do parto contribuem na diminuição da morbidade e da mortalidade, materna e neonatal, nos casos de acretismo placentário.",OK manual_gestacao_alto_risco.pdf
verbo,ocasionar,", a rotura prematura pré-termo das membranas ovulares e a prematuridade terapêutica ( quando alguma condição mórbida materna e/ou fetal",ocasiona,a antecipação do parto,Causa -> Efeito,"São três as principais causas de partos pré-termo: o trabalho de parto prematuro, a rotura prematura pré-termo das membranas ovulares e a prematuridade terapêutica (quando alguma condição mórbida materna e/ou fetal ocasiona a antecipação do parto).",OK manual_gestacao_alto_risco.pdf
verbo,reduzir,Sua utilização,reduz,"a mortalidade perinatal , bem como a prematuridade iatrogênica e suas complicações",Causa -> Efeito,"Sua utilização reduz significativamente a mortalidade perinatal, bem como a prematuridade iatrogênica e suas complicações.",OK manual_gestacao_alto_risco.pdf
verbo,gerar,As gestações que ultrapassam a data provável do parto,geram,apreensão quanto à possibilidade de ocorrência de resultados adversos fetais,Causa -> Efeito,As gestações que ultrapassam a data provável do parto geram apreensão quanto à possibilidade de ocorrência de resultados adversos fetais.,OK manual_gestacao_alto_risco.pdf
verbo,aumentar,Hiperglicemia na gestação,aumenta,o risco de morbidade materna e perinatal,Causa -> Efeito,"Hiperglicemia na gestação aumenta o risco de morbidade materna e perinatal, com repercussões em médio e longo prazo, tanto para a mãe como para o seu filho, conforme assinala o Quadro 1.",OK manual_gestacao_alto_risco.pdf
verbo,reduzir,"O diagnóstico na gravidez , e o consequente controle dos níveis glicêmicos ,",reduz,as complicações para a mãe e seu filho,Causa -> Efeito,"O diagnóstico na gravidez, e o consequente controle dos níveis glicêmicos, reduz as complicações para a mãe e seu filho.",OK manual_gestacao_alto_risco.pdf
verbo,aumentar,"A presença de cefaleia , de alterações visuais e de epigastralgia",aumenta,o risco de eclâmpsia,Causa -> Efeito,"A presença de cefaleia, de alterações visuais e de epigastralgia aumenta significativamente o risco de eclâmpsia.",OK manual_gestacao_alto_risco.pdf
verbo,elevar,Cada unidade de concentrado de plaquetas,eleva,as plaquetas,Causa -> Efeito,Cada unidade de concentrado de plaquetas eleva as plaquetas em cerca de 5.000 mm³ a 10.000 mm3 em um adulto de 70 kg.,OK manual_gestacao_alto_risco.pdf
verbo,reduzir,"a utilização da técnica do MBV , diante de ILA ≤5 cm ,",reduz,o número de intervenções médicas desnecessárias,Causa -> Efeito,"Dessa forma, a utilização da técnica do MBV, diante de ILA ≤5 cm, reduz o número de intervenções médicas desnecessárias.",OK manual_gestacao_alto_risco.pdf
verbo,aumentar,a ingestão de 2 L de água por via oral,aumenta,30 % dos valores do ILA,Causa -> Efeito,Hiperhidratação materna: a ingestão de 2 L de água por via oral em duas horas aumenta em média 30% dos valores do ILA.,OK manual_gestacao_alto_risco.pdf
verbo,levar,Essa destruição de hemácias,leva,"ao aumento das eritropoieses medular e extramedular ( fígado , baço , rins e placenta )",Causa -> Efeito,"Essa destruição de hemácias leva ao aumento das eritropoieses medular e extramedular (fígado, baço, rins e placenta), com consequente hepatoesplenomegalia e surgimento de células imaturas no sangue periférico, principalmente reticulócitos e eritroblastos, caracterizando o termo eritroblastose fetal.",OK manual_gestacao_alto_risco.pdf
verbo,provocar,A persistência da hemólise,provoca,as seguintes alterações,Causa -> Efeito,A persistência da hemólise provoca as seguintes alterações:,OK manual_gestacao_alto_risco.pdf
verbo,aumentar,Os níveis séricos de fosfatase alcalina,aumentam,os valores normais por produção placentária,Causa -> Efeito,Os níveis séricos de fosfatase alcalina aumentam em torno de sete a dez vezes os valores normais por produção placentária; já a gama glutamiltransferase (Gama GT) geralmente é normal ou pouco elevada.,OK manual_gestacao_alto_risco.pdf
verbo,aumentar,"baixo índice de Apgar e asfixia perinatal , admissão em UTI Neonatal e até óbito fetal",Aumenta,a chance de presença de mecônio,Causa -> Efeito,"Aumenta a chance de presença de mecônio, bradicardia fetal, alterações respiratórias, baixo índice de Apgar e asfixia perinatal, admissão em UTI Neonatal e até óbito fetal.",OK manual_gestacao_alto_risco.pdf
verbo,promover,o vírus,promova,uma infecção autolimitada na maioria dos hospedeiros,Causa -> Efeito,"Embora o vírus promova uma infecção autolimitada na maioria dos hospedeiros, ele pode ter efeitos potencialmente devastadores no feto em desenvolvimento.",OK manual_gestacao_alto_risco.pdf
verbo,gerar,Infecções não primárias,geram,"uma taxa de transmissão de em torno de 1,4 %",Causa -> Efeito,"Infecções não primárias geram uma taxa de transmissão de em torno de 1,4%, e a detecção de reativações ou infecções por cepas distintas na ausência de malformação fetal é esporádica e difícil.",OK manual_gestacao_alto_risco.pdf
verbo,diminuir,a vacinação em larga escala e as políticas de rastreamento em bancos de sangue,diminuído,a incidência da doença,Causa -> Efeito,"Embora a vacinação em larga escala e as políticas de rastreamento em bancos de sangue tenham diminuído significantemente a incidência da doença, quase metade da população do planeta ainda vive em áreas endêmicas.",OK manual_gestacao_alto_risco.pdf
verbo,contribuir,a testagem em bancos de sangue,contribuído,para o declínio na prevalência da hepatite C,Causa -> Efeito,"Felizmente, a testagem em bancos de sangue e o tratamento antiviral têm contribuído para o declínio na prevalência da hepatite C, mas a Organização Mundial da Saúde (OMS) estimou, em 2016, cerca de 71 milhões de infectados no mundo, com quase 400 mil mortes decorrentes da doença.",OK manual_gestacao_alto_risco.pdf
verbo,contribuir,e o tratamento antiviral,contribuído,para o declínio na prevalência da hepatite C,Causa -> Efeito,"Felizmente, a testagem em bancos de sangue e o tratamento antiviral têm contribuído para o declínio na prevalência da hepatite C, mas a Organização Mundial da Saúde (OMS) estimou, em 2016, cerca de 71 milhões de infectados no mundo, com quase 400 mil mortes decorrentes da doença.",OK manual_gestacao_alto_risco.pdf
verbo,reduzir,essa medida,reduz,o risco de TV do HIV,Causa -> Efeito,"que 1.000 cópias/mL devem, na 34a semana de gestação, ter a cesárea eletiva indicada com 38 semanas, pois essa medida reduz o risco de TV do HIV.",OK manual_gestacao_alto_risco.pdf
verbo,reduzir,Esse esquema,reduz,a eliminação genital de HSV,Causa -> Efeito,"Esse esquema reduz tanto a eliminação genital de HSV quanto episódios recorrentes no momento do trabalho de parto, diminuindo, assim, a indicação de cesarianas.",OK manual_gestacao_alto_risco.pdf
verbo,levar,Essa anemia,leva,à disfunção hipóxica do coração,Causa -> Efeito,"Essa anemia leva à disfunção hipóxica do coração, e a própria infecção viral pode levar a quadro de miocardite, agravando ainda mais os quadros hidrópicos.",OK manual_gestacao_alto_risco.pdf
verbo,implicar,", e seus diferentes tipos e linhagens derivados dessa característica",implicam,potencial patogênico diverso,Causa -> Efeito,"Por serem vírus cujo genoma é formado por RNA, os arbovírus contam com elevadas taxas de mutação, e seus diferentes tipos e linhagens derivados dessa característica implicam potencial patogênico diverso, com manifestações clínicas de espectro extremamente amplo em variedade e em gravidade.",OK manual_gestacao_alto_risco.pdf
verbo,promover,a produção de anticorpos,promove,a neutralização da NS1,Causa -> Efeito,"Essa prova é geralmente negativa após o sétimo dia, quando a produção de anticorpos promove a neutralização da NS1.",OK manual_gestacao_alto_risco.pdf
verbo,resultar,O tratamento adequado com o esquema básico,resulta,em cura em 80%-85 % dos casos,Causa -> Efeito,O tratamento adequado com o esquema básico resulta em cura em 80%-85% dos casos.,OK manual_gestacao_alto_risco.pdf
verbo,diminuir,"melhora o clearance viral ,",diminui,a transmissão,Causa -> Efeito,"melhora o clearance viral, diminui a transmissão e ajuda na prevenção de outras doenças 33.5.2",OK manual_gestacao_alto_risco.pdf
verbo,resultar,a sorologia inicial,resulte,negativa,Causa -> Efeito,"Caso a sorologia inicial resulte negativa, é recomendado repetir os exames após três semanas.",OK manual_gestacao_alto_risco.pdf
verbo,diminuir,O tratamento de mulheres com benznidazol,diminui,a parasitemia,Causa -> Efeito,O tratamento de mulheres com benznidazol antes da gravidez diminui significativamente a parasitemia e reduz o risco de transmissão congênita em aproximadamente 95%.,OK manual_gestacao_alto_risco.pdf
verbo,aumentar,A pneumonia,aumenta,o risco de prematuridade,Causa -> Efeito,"A pneumonia aumenta o risco de prematuridade, no entanto, a indicação de parto prematuro terapêutico é exceção, devendo-se evitar antecipar o parto na vigência de infecção, a menos que haja sinais de MANUAL DE GESTAÇÃO DE ALTO",OK manual_gestacao_alto_risco.pdf
verbo,aumentar,A anemia materna,aumenta,o risco de resultados adversos,Causa -> Efeito,"A anemia materna aumenta o risco de resultados adversos, como pré-eclâmpsia, baixo peso ao nascer, parto pré-termo, hemorragia pós-parto, maior mortalidade perinatal e materna.",OK manual_gestacao_alto_risco.pdf
verbo,aumentar,A anemia materna,aumenta,baixo peso ao nascer,Causa -> Efeito,"A anemia materna aumenta o risco de resultados adversos, como pré-eclâmpsia, baixo peso ao nascer, parto pré-termo, hemorragia pós-parto, maior mortalidade perinatal e materna.",OK manual_gestacao_alto_risco.pdf
verbo,aumentar,A anemia materna,aumenta,", hemorragia pós-parto",Causa -> Efeito,"A anemia materna aumenta o risco de resultados adversos, como pré-eclâmpsia, baixo peso ao nascer, parto pré-termo, hemorragia pós-parto, maior mortalidade perinatal e materna.",OK manual_gestacao_alto_risco.pdf
verbo,aumentar,A anemia materna,aumenta,", maior mortalidade perinatal e materna",Causa -> Efeito,"A anemia materna aumenta o risco de resultados adversos, como pré-eclâmpsia, baixo peso ao nascer, parto pré-termo, hemorragia pós-parto, maior mortalidade perinatal e materna.",OK manual_gestacao_alto_risco.pdf
verbo,induzir,A hemoglobina S,induz,a hemácia,Causa -> Efeito,"A hemoglobina S, em situações de redução de concentrações de oxigênio, induz a hemácia a adquirir uma forma de foice, daí o nome da doença.",OK manual_gestacao_alto_risco.pdf
verbo,aumentar,A atividade física,aumenta,o consumo de glicose,Causa -> Efeito,A atividade física aumenta o consumo de glicose e reduz a resistência à ação periférica da insulina.,OK manual_gestacao_alto_risco.pdf
verbo,acarretar,A gravidez nesse grupo específico de pacientes,acarreta,um risco de comprometimento materno e fetal quando,Causa -> Efeito,A gravidez nesse grupo específico de pacientes acarreta um risco elevado de comprometimento materno e fetal quando comparada à gravidez em mulheres sem a doença.,OK manual_gestacao_alto_risco.pdf
verbo,reduzir,esta droga,reduz,o risco de atividade da doença e também do lúpus neonatal,Causa -> Efeito,Lembrando que esta droga reduz o risco de atividade da doença e também do lúpus neonatal.,OK manual_gestacao_alto_risco.pdf
verbo,levar,Corticosteroides sistêmicos,levam,a resolução mais rápida da exacerbação e prevenção de recorrência,Causa -> Efeito,"Corticosteroides sistêmicos levam a resolução mais rápida da exacerbação e prevenção de recorrência, estando indicados em: crises graves, ausência de melhora dos sintomas após inalação, pacientes que já estavam utilizando corticosteroide ou que utilizaram recentemente, devendo ser mantidos por cinco a sete dias.",OK manual_gestacao_alto_risco.pdf
verbo,diminuir,Essa modificação,diminui,a inativação do fator V ( pró-coagulante ),Causa -> Efeito,"Essa modificação diminui a inativação do fator V (pró-coagulante), tornando-o dez vezes mais resistente e elevando o risco de trombose.",OK manual_gestacao_alto_risco.pdf
verbo,aumentar,O puerpério,aumenta,o risco de TEV de 15 a 35 vezes,Causa -> Efeito,O puerpério aumenta o risco de TEV de 15 a 35 vezes.,OK manual_gestacao_alto_risco.pdf
verbo,levar,o estresse cirúrgico,leva,à maior demanda de tiamina,Causa -> Efeito,"Como a tiamina é absorvida principalmente no duodeno e o estresse cirúrgico leva à maior demanda de tiamina, as deficiências são vistas com frequência após a cirurgia bariátrica, especialmente após o RYGB.",OK manual_gestacao_alto_risco.pdf
